Brand|Content_type|Content_id|name|Message|Description|Message_type|Subcontent|Status|Expiration_date|Vault_Document_ID_vod__c|indication
RETEVMO|VAE|a2u4R00000h5iuWQAQ|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5iv5QAA|RET HCP P2P VAE||ET code for PP-SE-US-0444|GENERAL||ACTIVE|12/31/2021|792151|OVERALL
RETEVMO|VAE|a2u4R00000h5ivAQAQ|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5ivAQAQ|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5ivKQAQ|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5ivKQAQ|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5iwYQAQ|RET HCP NSCLC EFFICACY VAE||ET for PP-SE-US-0429|EFFICACY||ACTIVE|12/31/2021|791638|LUNG
RETEVMO|VAE|a2u4R00000h5ixGQAQ|RET HCP Testing VAE||ET for PP-SE-US-0291|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5ixGQAQ|RET HCP Testing VAE||ET for PP-SE-US-0599|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5ixpQAA|RET HCP P2P VAE||ET code for PP-SE-US-0444|GENERAL||ACTIVE|12/31/2021|946178|OVERALL
RETEVMO|VAE|a2u4R00000h5ixuQAA|Retevmo Testing Leave Behind- Digital|||GENERAL||ACTIVE|12/31/2021|790284|OVERALL
RETEVMO|VAE|a2u4R00000h5iYWQAY|RET HCP Testing VAE||ET for PP-SE-US-0291|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5iYWQAY|RET HCP Testing VAE||ET for PP-SE-US-0599|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5iz2QAA|Retevmo Testing Leave Behind- Digital|||GENERAL||ACTIVE|12/31/2021|790284|OVERALL
RETEVMO|VAE|a2u4R00000h5iz7QAA|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5iz7QAA|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5iZIQAY|Patient Guide for Non-Small Cell Lung Cancer (NSCLC)||EF code for PP-SE-US-0493|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|905686|LUNG
RETEVMO|VAE|a2u4R00000h5iZNQAY|RET Patient Support VAE||ET code for PP-SE-US-0493|RESOURCES||ACTIVE|12/31/2021|905685|OVERALL
RETEVMO|VAE|a2u4R00000h5j0FQAQ|OL_SELP_TxPlanGuide fragment||Retevmo (selpercatinib) Treatment Plan Guide|GENERAL||ACTIVE|12/31/2021|141590|OVERALL
RETEVMO|VAE|a2u4R00000h5j0KQAQ|OL_SELP_TxPlanGuide fragment||Retevmo (selpercatinib) Treatment Plan Guide|GENERAL||ACTIVE|12/31/2021|141590|OVERALL
RETEVMO|VAE|a2u4R00000h5j0LQAQ|OL_SELP_TxPlanGuide fragment||Retevmo (selpercatinib) Treatment Plan Guide|GENERAL||ACTIVE|12/31/2021|141590|OVERALL
RETEVMO|VAE|a2u4R00000h5j1cQAA|RET HCP NSCLC EFFICACY VAE||ET for PP-SE-US-0429|EFFICACY||ACTIVE|12/31/2021|791638|LUNG
RETEVMO|VAE|a2u4R00000h5j8PQAQ|RET HCP NCCN VAE||ET Code -PP-SE-US-0086|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5j8PQAQ|RET HCP NCCN VAE (Label Update Q1)||ET Code -PP-SE-US-0612|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5j8yQAA|RET HCP NCCN VAE||ET Code -PP-SE-US-0086|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5j8yQAA|RET HCP NCCN VAE (Label Update Q1)||ET Code -PP-SE-US-0612|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5jBEQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5jBEQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5jC7QAI|Retevmo CNS Leave Behind|||EFFICACY||ACTIVE|12/31/2021|860844|LUNG
RETEVMO|VAE|a2u4R00000h5jC8QAI|Retevmo DOSING & Support Leave Behind|||DOSING||ACTIVE|12/31/2021|790772|OVERALL
RETEVMO|VAE|a2u4R00000h5jCbQAI|Retevmo Leave Behind|||GENERAL||ACTIVE|12/31/2021|790775|OVERALL
RETEVMO|VAE|a2u4R00000h5jCCQAY|Retevmo Consumer Thyroid Patient Brochure|||PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|860851|THYROID
RETEVMO|VAE|a2u4R00000h5jCHQAY|Retevmo Consumer NSCLC Patient Brochure|||PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|860846|LUNG
RETEVMO|VAE|a2u4R00000h5jCnQAI|Retevmo CNS Leave Behind|||EFFICACY||ACTIVE|12/31/2021|860844|LUNG
RETEVMO|VAE|a2u4R00000h5jCNQAY|Retevmo DOSING & Support Leave Behind|||DOSING||ACTIVE|12/31/2021|790772|OVERALL
RETEVMO|VAE|a2u4R00000h5jD6QAI|Retevmo Consumer NSCLC Patient Brochure|||PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|860846|LUNG
RETEVMO|VAE|a2u4R00000h5je2QAA|RET HCP NEJM Reprint VAE||ET for PP-SE-US-0410 Awaiting Digital VAE Checklist  Current details are basic and minimal|EFFICACY||ACTIVE|12/31/2021|866278|OVERALL
RETEVMO|VAE|a2u4R00000h5jENQAY|Retevmo Testing Leave Behind|||DIAGNOSTIC||ACTIVE|12/31/2021|871136|OVERALL
RETEVMO|VAE|a2u4R00000h5jFfQAI|Retevmo Consumer Thyroid Patient Brochure|||PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|860851|THYROID
RETEVMO|VAE|a2u4R00000h5jHvQAI|US_SEL401_FREQUENT_ADVERSE_EVENTS fragment||RETEVMO? (selpercatinib): Frequent Adverse Events|SAFETY||ACTIVE|12/31/2021|141848|OVERALL
RETEVMO|VAE|a2u4R00000h5jI0QAI|US_SEL401_FREQUENT_ADVERSE_EVENTS fragment||RETEVMO? (selpercatinib): Frequent Adverse Events|SAFETY||ACTIVE|12/31/2021|141848|OVERALL
RETEVMO|VAE|a2u4R00000h5jI1QAI|US_SEL401_FREQUENT_ADVERSE_EVENTS fragment||RETEVMO? (selpercatinib): Frequent Adverse Events|SAFETY||ACTIVE|12/31/2021|141848|OVERALL
RETEVMO|VAE|a2u4R00000h5jK6QAI|RET HCP NSCLC EFFICACY VAE||ET for PP-SE-US-0429|EFFICACY||ACTIVE|12/31/2021|791638|LUNG
RETEVMO|VAE|a2u4R00000h5jMCQAY|Retevmo Patient Support Leave Behind||EF for ET-9904, ET-9905 and ET-9906 Retevmo Engage VAEs|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|714579|OVERALL
RETEVMO|VAE|a2u4R00000h5jMHQAY|Retevmo Visual Aid||EF for ET-9904, ET-9905 and ET-9906 Retevmo Engage VAEs|GENERAL||ACTIVE|12/31/2021|713221|OVERALL
RETEVMO|VAE|a2u4R00000h5jobQAA|Retevmo Visual Aid||EF for ET-9904, ET-9905 and ET-9906 Retevmo Engage VAEs|GENERAL||ACTIVE|12/31/2021|713221|OVERALL
RETEVMO|VAE|a2u4R00000h5jOmQAI|RET HCP P2P VAE||ET code for PP-SE-US-0444|GENERAL||ACTIVE|12/31/2021|792151|OVERALL
RETEVMO|VAE|a2u4R00000h5jOrQAI|"RET HCP VAE Programming ""Thank You for attending"""||ET Code for PP-SE-US-0582|GENERAL||ACTIVE|12/31/2021|792127|OVERALL
RETEVMO|VAE|a2u4R00000h5joWQAQ|Retevmo Patient Support Leave Behind||EF for ET-9904, ET-9905 and ET-9906 Retevmo Engage VAEs|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|714579|OVERALL
RETEVMO|VAE|a2u4R00000h5jvcQAA|RET HCP NSCLC EFFICACY VAE||ET for PP-SE-US-0429|EFFICACY||ACTIVE|12/31/2021|791638|LUNG
RETEVMO|VAE|a2u4R00000h5jXZQAY|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5k9tQAA|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5kagQAA|Patient Guide for Non-Small Cell Lung Cancer (NSCLC)||EF code for PP-SE-US-0493|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|905686|LUNG
RETEVMO|VAE|a2u4R00000h5kakQAA|Patient Guide for Advanced Thyroid Cancer||EF code for PP-SE-US-0493|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2021|905690|THYROID
RETEVMO|VAE|a2u4R00000h5kb9QAA|RET Patient Support VAE||ET code for PP-SE-US-0493|RESOURCES||ACTIVE|12/31/2021|905685|OVERALL
RETEVMO|VAE|a2u4R00000h5kBBQAY|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5kbdQAA|Retevmo DOSING and Support Guide||EF code for PP-SE-US-0493|DOSING||ACTIVE|12/31/2021|905691|OVERALL
RETEVMO|VAE|a2u4R00000h5kCsQAI|RET HCP Testing VAE||ET for PP-SE-US-0291|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5kCsQAI|RET HCP Testing VAE||ET for PP-SE-US-0599|DIAGNOSTIC||ACTIVE|12/31/2021|790283|OVERALL
RETEVMO|VAE|a2u4R00000h5kCtQAI|RET HCP Thyroid-only VAE||ET code for PP-SE-US-0437|EFFICACY||ACTIVE|12/31/2021|787389|THYROID
RETEVMO|VAE|a2u4R00000h5kCtQAI|RET HCP Thyroid-only VAE||ET code for PP-SE-US-0587|EFFICACY||ACTIVE|12/31/2021|787389|THYROID
RETEVMO|VAE|a2u4R00000h5kCxQAI|RET HCP NCCN VAE||ET Code -PP-SE-US-0086|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5kCxQAI|RET HCP NCCN VAE (Label Update Q1)||ET Code -PP-SE-US-0612|GUIDELINES||ACTIVE|12/31/2021|669271|OVERALL
RETEVMO|VAE|a2u4R00000h5kD2QAI|RET HCP P2P VAE||ET code for PP-SE-US-0444|GENERAL||ACTIVE|12/31/2021|792151|OVERALL
RETEVMO|VAE|a2u4R00000h5kD7QAI|"RET HCP VAE Programming ""Thank You for attending"""||ET Code for PP-SE-US-0582|GENERAL||ACTIVE|12/31/2021|792127|OVERALL
RETEVMO|VAE|a2u4R00000h5kDIQAY|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5kDWQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5kDWQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5kGLQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0208|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5kGLQAY|RET HCP Summary VAE||ET Code for PP-SE-US-0574|EFFICACY||ACTIVE|12/31/2021|669302|OVERALL
RETEVMO|VAE|a2u4R00000h5kqxQAA|UNBRANDED Retevmo _ Relay_P2P Invite||ET for PP-SE-US-0617|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2021|982292|OVERALL
RETEVMO|VAE|a2u4R00000h5kyNQAQ|UNBRANDED Retevmo _ Relay_P2P Invite||ET for PP-SE-US-0617|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2021|982292|OVERALL
RETEVMO|VAE|a2u4R00000h5l2tQAA|US-SELPT1_ASCO2021_WIRTH fragment||EFFICACY of Selpercatinib after prior Systemic Therapy in Patients with RET-Mutant Medullary Thyroid Cancer|EFFICACY||ACTIVE|12/31/2021|144041|THYROID
RETEVMO|VAE|a2u4R00000h5l2yQAA|US-SELPT1_ASCO2021_WIRTH fragment||EFFICACY of Selpercatinib after prior Systemic Therapy in Patients with RET-Mutant Medullary Thyroid Cancer|EFFICACY||ACTIVE|12/31/2021|144041|THYROID
RETEVMO|VAE|a2u4R00000h5l2zQAA|US-SELPT1_ASCO2021_WIRTH fragment||EFFICACY of Selpercatinib after prior Systemic Therapy in Patients with RET-Mutant Medullary Thyroid Cancer|EFFICACY||ACTIVE|12/31/2021|144041|THYROID
RETEVMO|VAE|a2u4R00000h5l3rQAA|US-SELPT1_ASCO2021_DRILON fragment||Response to Selpercatinib versus Prior Systemic Therapy in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|EFFICACY||ACTIVE|12/31/2021|144043|LUNG
RETEVMO|VAE|a2u4R00000h5l3wQAA|US-SELPT1_ASCO2021_DRILON fragment||Response to Selpercatinib versus Prior Systemic Therapy in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|EFFICACY||ACTIVE|12/31/2021|144043|LUNG
RETEVMO|VAE|a2u4R00000h5l3xQAA|US-SELPT1_ASCO2021_DRILON fragment||Response to Selpercatinib versus Prior Systemic Therapy in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|EFFICACY||ACTIVE|12/31/2021|144043|LUNG
RETEVMO|VAE|a2u4R00000h5l3YQAQ|US-SELPT1_ASCO2021_BESSE fragment||Updated Overall EFFICACY and Safety of Selpercatinib in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|GENERAL||ACTIVE|12/31/2021|144042|LUNG
RETEVMO|VAE|a2u4R00000h5l4aQAA|US-SELPT1_ASCO2021_BESSE fragment||Updated Overall EFFICACY and Safety of Selpercatinib in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|GENERAL||ACTIVE|12/31/2021|144042|LUNG
RETEVMO|VAE|a2u4R00000h5l4bQAA|US-SELPT1_ASCO2021_BESSE fragment||Updated Overall EFFICACY and Safety of Selpercatinib in Patients with RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) - LIBRETTO-001 Study|GENERAL||ACTIVE|12/31/2021|144042|LUNG
RETEVMO|VAE|a2u4R00000h5l4QQAQ|US-SELPT3_ASCO2021_MORGENSTERN fragment||Oral Selpercatinib in Pediatric Patients with Advanced RET-Altered Solid or Primary CNS Tumors - Preliminary Results from the Phase 1/2 LIBRETTO-121 Trial|EFFICACY||ACTIVE|12/31/2021|144038|OVERALL
RETEVMO|VAE|a2u4R00000h5l4RQAQ|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|144048|THYROID
RETEVMO|VAE|a2u4R00000h5l4VQAQ|US-SELPT3_ASCO2021_MORGENSTERN fragment||Oral Selpercatinib in Pediatric Patients with Advanced RET-Altered Solid or Primary CNS Tumors - Preliminary Results from the Phase 1/2 LIBRETTO-121 Trial|EFFICACY||ACTIVE|12/31/2021|144038|OVERALL
RETEVMO|VAE|a2u4R00000h5l4WQAQ|US-SELPT3_ASCO2021_MORGENSTERN fragment||Oral Selpercatinib in Pediatric Patients with Advanced RET-Altered Solid or Primary CNS Tumors - Preliminary Results from the Phase 1/2 LIBRETTO-121 Trial|EFFICACY||ACTIVE|12/31/2021|144038|OVERALL
RETEVMO|VAE|a2u4R00000h5l4XQAQ|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|144048|THYROID
RETEVMO|VAE|a2u4R00000h5l4YQAQ|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|144048|THYROID
RETEVMO|VAE|a2u4R00000h5l67QAA|US-SELPT3_ASCO2021_BRUNO fragment||Racial Disparities in Biomarker Testing and Clinical Trial Enrollment in Non-Small Cell Lung Cancer (NSCLC)|DISEASE_STATE||ACTIVE|12/31/2021|144062|LUNG
RETEVMO|VAE|a2u4R00000h5l6CQAQ|US-SELPT3_ASCO2021_BRUNO fragment||Racial Disparities in Biomarker Testing and Clinical Trial Enrollment in Non-Small Cell Lung Cancer (NSCLC)|DISEASE_STATE||ACTIVE|12/31/2021|144062|LUNG
RETEVMO|VAE|a2u4R00000h5l6DQAQ|US-SELPT3_ASCO2021_BRUNO fragment||Racial Disparities in Biomarker Testing and Clinical Trial Enrollment in Non-Small Cell Lung Cancer (NSCLC)|DISEASE_STATE||ACTIVE|12/31/2021|144062|LUNG
RETEVMO|VAE|a2u4R00000h5lC5QAI|UNBRANDED Retevmo _ Relay_P2P Invite||ET for PP-SE-US-0617|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2021|982292|OVERALL
RETEVMO|VAE|a2u4R00000h5lCeQAI|Unbranded Sales Reps Sponsored Testing Program in TC VAE||ET for PP-SE-US-0259  Unbranded Sales Reps Sponsored Testing Program in TC VAE|DIAGNOSTIC||ACTIVE|12/31/2021|661742|OVERALL
RETEVMO|VAE|a2u4R00000h5lCZQAY|Unbranded Sales Reps Sponsored Testing Program in TC Follow-Up VAE||ET for PP-SE-US-0264  Unbranded Sales Reps Sponsored Testing Program in TC Follow-Up VAE|DIAGNOSTIC||ACTIVE|12/31/2021|663992|OVERALL
RETEVMO|VAE|a2u4R00000h5lEuQAI|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5lnbQAA|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|145016|THYROID
RETEVMO|VAE|a2u4R00000h5lngQAA|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|145016|THYROID
RETEVMO|VAE|a2u4R00000h5lnhQAA|US-SELPT1_ASCO2021_SHERMAN fragment||Selpercatinib EFFICACY and Safety in Patients with RET-Altered Thyroid Cancer - a LIBRETTO-001 Update|GENERAL||ACTIVE|12/31/2021|145016|THYROID
RETEVMO|VAE|a2u4R00000h5lNJQAY|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5mODQAY|RET Resources VAE - Free text and SLs||ET code for PP-SE-US-0741|RESOURCES||ACTIVE|12/31/2021|1006081|OVERALL
RETEVMO|VAE|a2u4R00000h5mOXQAY|RET Resources VAE - Free text and SLs||ET code for PP-SE-US-0741|RESOURCES||ACTIVE|12/31/2021|1006081|OVERALL
RETEVMO|VAE|a2u4R00000h5mp0QAA|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5mqSQAQ|RET Resources VAE - Free Text||ET code for PP-SE-US-0657|RESOURCES||ACTIVE|12/31/2021|949527|OVERALL
RETEVMO|VAE|a2u4R00000h5mx6QAA|US-SELPT1_AHNS2021_PARIKH fragment||Genetic Testing, Treatment Patterns, and Clinical Outcomes among Patients with Advanced/Metastatic Medullary Thyroid Cancer in the United States - a Retrospective|TREATMENT_LANDSCAPE||ACTIVE|12/31/2022|147096|
RETEVMO|VAE|a2u4R00000h5mz0QAA|RET Patient Identification VAE||ET for PP-SE-US-0678|PATIENT_TYPE_IDENTIFICATION||ACTIVE|12/31/2021|938645|OVERALL
RETEVMO|VAE|a2u4R00000h5n4KQAQ|RET HCP Summary VAE||ET for PP-SE-US-0715|EFFICACY||ACTIVE|12/31/2021|1023545|OVERALL
RETEVMO|VAE|a2u4R00000hPxCRQA0|RET Resources VAE - Free text and SLs||ET code for PP-SE-US-0741|RESOURCES||ACTIVE|12/31/2021|1006081|OVERALL
RETEVMO|VAE|a2u4R00000hPxD5QAK|RET HCP Summary VAE||ET for PP-SE-US-0715|EFFICACY||ACTIVE|12/31/2021|1023545|OVERALL
RETEVMO|VAE|a2u4R00000hPxd8QAC|RET HCP Summary VAE||ET for PP-SE-US-0715|EFFICACY||ACTIVE|12/31/2021|1023545|OVERALL
RETEVMO|VAE|a2u4R00000hPxd9QAC|RET Patient Identification VAE||ET for PP-SE-US-0678|PATIENT_TYPE_IDENTIFICATION||ACTIVE|12/31/2021|938645|OVERALL
RETEVMO|VAE|a2u4R00000hPxFGQA0|RET Resources VAE - Free text and SLs||ET code for PP-SE-US-0741|RESOURCES||ACTIVE|12/31/2021|1006081|OVERALL
RETEVMO|VAE|a2u4R00000hPxh2QAC|RET Testing Leave Behind||EF for PP-SE-US-0741|DIAGNOSTIC||ACTIVE|12/31/2022|1002237|
RETEVMO|VAE|a2u4R00000hPxvdQAC|RET HCP NSCLC (CNS) Efficacy VAE||ET for PP-SE-US-0721|EFFICACY||ACTIVE|12/31/2022|1017401|
RETEVMO|VAE|a2u4R00000hPxvYQAS|RET HCP Testing VAE (Label Update Q1 2021)||ET for PP-SE-US-0599|DIAGNOSTIC||ACTIVE|12/31/2022|1042653|
RETEVMO|VAE|a2u4R00000hPxynQAC|RET HCP Thyroid-only VAE (Label Update Q1 2021)||ET code for PP-SE-US-0587|EFFICACY||ACTIVE|12/31/2022|1043027|
RETEVMO|VAE|a2u4R00000hPyecQAC|Retevmo Consumer Thyroid Patient Brochure|||PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2022|860851|
RETEVMO|VAE|a2u4R00000hPyeDQAS|Thyroid Cancer Data Overview||EF for PP-SE-US-0754|EFFICACY||ACTIVE|12/31/2022|1046618|
RETEVMO|VAE|a2u4R00000hPyeSQAS|Retevmo Thyroid Program||EF for PP-SE-US-0754|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2022|1046620|
RETEVMO|VAE|a2u4R00000hPyeXQAS|RET Thyroid Cancer Awareness Month VAE||ET for PP-SE-US-0754|PATIENT_CUSTOMER_SUPPORT||ACTIVE|12/31/2022|1029392|
RETEVMO|VAE|a2u4R00000hPyhqQAC|Thyroid-only VAE||ET for PP-SE-US-0751|EFFICACY||ACTIVE|12/31/2022|1029385|
RETEVMO|VAE|a2u4R00000hPyOGQA0|RET HCP Thyroid-only VAE (Label Update Q1 2021)||ET code for PP-SE-US-0587|EFFICACY||ACTIVE|12/31/2022|1043027|
RETEVMO|VAE|a2u4R00000hPyTwQAK|Sign-in Sheet Invites||This fragment is for Business meal meeting|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2022|864069|
RETEVMO|VAE|a2u4R00000hPyVTQA0|Retevmo P2P Program Logistics VAE||ET for PP-SE-US-0296|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2022|864057|
RETEVMO|VAE|a2u4R00000hPzLxQAK|US-SELPT1_ASCO-QCS2021_HESS fragment||Racial Disparities in Comprehensive Biomarker Testing and Clinical Trial Enrollment among Patients with Metastatic Colorectal Cancer (mCRC)|TREATMENT_LANDSCAPE||ACTIVE|12/31/2022|151091|
RETEVMO|VAE|a2u4R00000hQ062QAC|RET HCP Testing VAE (Label Update Q1 2021)||ET for PP-SE-US-0599|DIAGNOSTIC||ACTIVE|12/31/2022|790283|
RETEVMO|VAE|a2u4R00000hQ06MQAS|RET HCP Summary VAE||ET for PP-SE-US-0715|EFFICACY||ACTIVE|12/31/2022|669302|
RETEVMO|VAE|a2u4R00000hQ06RQAS|Thyroid-only VAE||ET for PP-SE-US-0751|EFFICACY||ACTIVE|12/31/2022|787389|
RETEVMO|VAE|a2u4R00000hQ3KXQA0|RET Path P2P Unbranded Interest VAE||ET for PP-SE-US-0830|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2022|1129657|
RETEVMO|VAE|a2u4R00000hQ3YcQAK|Thoracic-Only Participant Guide||#particpant #guide|Operational Logistics||ACTIVE|12/31/2022|1111707|Lung
RETEVMO|VAE|a2u4R00000hQ3YhQAK|Thyroid program description||#Thyroid|Resources||ACTIVE|12/31/2022|1114968|Thyroid
RETEVMO|VAE|a2u4R00000hQ3YmQAK|RET HCP P2P Indication-Specific Confirmation VAE||ET for PP-SE-US-0744|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2022|1111702|
RETEVMO|VAE|a2u4R00000hQ3YrQAK|Thyroid-Only Participant Guide||#particpant #guide|OPERATIONAL_LOGISTICS||ACTIVE|12/31/2022|1111705|
RETEVMO|VAE|a2u4R00000hQ3YwQAK|Lung program description||#Lung #NSCLC|Resources||ACTIVE|12/31/2022|1114965|Lung
RETEVMO|VAE|a2u4R00000hQ3YXQA0|RET HCP P2P Indication-Specific Invite VAE||ET code for PP-SE-US-0743|Operational Logistics||ACTIVE|12/31/2022|1114963|Overall
RETEVMO|VAE|a2u4R00000hQ3zbQAC|RET Resources VAE||ET for PP-SE-US-0632|RESOURCES||ACTIVE|12/31/2022|790777|
RETEVMO|VAE|a2u4R00000hQ4b6QAC|RET Resources VAE (Q1 2022)||ET for PP-SE-US-0632|Resources||ACTIVE|12/31/2022|1158852|Overall
RETEVMO|VAE|a2u4R00000hQ4bBQAS|Retevmo Testing Leave Behind|||Diagnostic||ACTIVE|12/31/2022|1158907|Overall
RETEVMO|VAE|a2u4R00000hQ4YlQAK|Retevmo Consumer NSCLC Patient Brochure|||Patient or Customer support||ACTIVE|12/31/2022|1158890|Lug
RETEVMO|VAE|a2u4R00000hQ4YwQAK|Retevmo Consumer Thyroid Patient Brochure|||Patient or Customer support||ACTIVE|12/31/2022|1158898|Thyroid
RETEVMO|VAE|a2u4R00000hQ614QAC|RET Resources VAE - Free text and SLs||ET code for PP-SE-US-0741|Resources||ACTIVE|12/31/2022|1006081|Overall
RETEVMO|VAE|a2u4R00000hQ619QAC|Retevmo Consumer NSCLC Patient Brochure|||Patient or Customer support||ACTIVE|12/31/2022|1158890|Lung
