PARAMETER_TYPE|PARAMETER_VALUE|CONFIG_TYPE|CONFIG_VALUE|ATTRIBUTE_NAME1|ATTRIBUTE_VALUE1|ACTIVE|DESCRIPTION|ATTRIBUTE_NAME2|ATTRIBUTE_VALUE2|ATTRIBUTE_NAME3|ATTRIBUTE_VALUE3
FS_Event|Sample|Channel|Sample|839805|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|889071|183|Y|Content in fixed event for derm||||
FS_Event|Sample|Channel|Sample|897311|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|917825|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|917830|183|Y|Content in fixed event for derm||||
FS_Event|Sample|Channel|Sample|917835|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|920722|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|922344|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|928841|183|Y|Content in fixed event for Derm||||
FS_Event|Sample|Channel|Sample|Call_vod|F2F_CALL|Y|Channel in fixed event||||
FS_Event|Sample|Channel|Sample|Email_vod|VEEVA_EMAIL|Y|Channel in fixed event||||
FS_Event|Sample|Channel|Sample|US_304528|US_304528|Y|Product in fixed event||||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|DOXIMITY_ALERT|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|DOXIMITY_DOCSPOT|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|EDH_PROFLOW_EDMU|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|EDH_PROFLOW_RDMU|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|EDH_PROFLOW_WDMU|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|EPOCRATES_ALERT|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|F2F_CALL|Rep_Text_Channel|a Call|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|HQ_EMAIL|Rep_Text_Channel|an opened Brand email|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|MEDSCAPE_ALERT|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|MEDSCAPE_EMAIL|Rep_Text_Channel|an opened Brand email|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|MEDSCAPE_POC|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|NUMEDIS_MDMINUTE|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|P2P|Rep_Text_Channel|with online content|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CHANNEL|NBA|CHANNEL|VEEVA_EMAIL|Rep_Text_Channel|an opened VAE|Y|Rep text value for NBA channel|PROD|US_304528||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|ACCESS_FORMULARY|REP_TEXT_CONTENT|Access or Formulary|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|ACCESS_FORMULARY|REP_TEXT_CONTENT|Access or Formulary|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|DEVICE|REP_TEXT_CONTENT|Device|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|DEVICE|REP_TEXT_CONTENT|Device|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|DISEASE_STATE|REP_TEXT_CONTENT|Disease State|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|DISEASE_STATE|REP_TEXT_CONTENT|Disease State|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|DOSING|REP_TEXT_CONTENT|Dosing - how to take Taltz||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EASE_OF_ADMINISTRATION|REP_TEXT_CONTENT|Ease of Administration - # of injections|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EASE_OF_ADMINISTRATION|REP_TEXT_CONTENT|Ease of Administration - # of injections|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#COMBINATION_THERAPY|REP_TEXT_CONTENT|Efficacy_Combination Therapy - any + MTX data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#CORE|REP_TEXT_CONTENT|Efficacy_Core - SPIRIT P1|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#CORE|REP_TEXT_CONTENT|Efficacy_Core – Complete Clearance||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#CORE|REP_TEXT_CONTENT|efficacy data (MHD Reduction||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#ENTHESITIS_DACTYLITIS|REP_TEXT_CONTENT|Efficacy_Enthesitis-Dactylitis|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#HEAD_TO_HEAD|REP_TEXT_CONTENT|Efficacy_Head to Head|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#LONG_TERM|REP_TEXT_CONTENT|Efficacy_Long Term - 3 year or consistency data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#LONG_TERM|REP_TEXT_CONTENT|Efficacy_Long Term - Durable or 5 year data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#NA|REP_TEXT_CONTENT|Efficacy_N/A - general focus|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#NA|REP_TEXT_CONTENT|Efficacy_N/A - general focus|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#NOW_APPROVED|REP_TEXT_CONTENT|Efficacy_Now Approved|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#NOW_APPROVED|REP_TEXT_CONTENT|Efficacy_Now Approved|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#PSO_PEDS|REP_TEXT_CONTENT|Efficacy_Pso - PsO data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#RAPID_ONSET|REP_TEXT_CONTENT|Efficacy_Rapid Onset - 16 week data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#RAPID_ONSET|REP_TEXT_CONTENT|Efficacy_Rapid Onset|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#SECONDARY|REP_TEXT_CONTENT|Efficacy_Secondary - CBA or PsA|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#SECONDARY|REP_TEXT_CONTENT|Efficacy_Secondary - SPIRIT P2|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|REP_TEXT_CONTENT|Efficacy_Spinal Pain and Stiffness - COAST||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#STRUCTURE|REP_TEXT_CONTENT|Efficacy_Structure - mTSS data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY#STRUCTURE|REP_TEXT_CONTENT|Efficacy_Structure|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|EFFICACY|REP_TEXT_CONTENT|Complete Clearance||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|GENERAL|REP_TEXT_CONTENT|Taltz Brand content not specific to one topic|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|GENERAL|REP_TEXT_CONTENT|Taltz Brand content not specific to one topic|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|INITIATION|REP_TEXT_CONTENT|Initiation|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|INITIATION|REP_TEXT_CONTENT|Initiation|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|MOA|REP_TEXT_CONTENT|Mechanism of Action|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|MOA|REP_TEXT_CONTENT|Mechanism of Action|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|OPERATIONAL_LOGISTICS|REP_TEXT_CONTENT|Operational Logistics - P2P VAE or Virtual Call VAE|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|OPERATIONAL_LOGISTICS|REP_TEXT_CONTENT|Operational Logistics - P2P VAE or Virtual Call VAE|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_AFFORDABILITY|REP_TEXT_CONTENT|Patient Affordability - Copay Cards|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_AFFORDABILITY|REP_TEXT_CONTENT|Patient Affordability - Copay Cards|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_CUSTOMER_SUPPORT|REP_TEXT_CONTENT|Patient or Customer support - Taltz Together|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_CUSTOMER_SUPPORT|REP_TEXT_CONTENT|Patient or Customer support - Taltz Together|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_TYPE_IDENTIFICATION|REP_TEXT_CONTENT|Patient Type or Identification|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|PATIENT_TYPE_IDENTIFICATION|REP_TEXT_CONTENT|Patient Type or Identification|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|RESOURCES|REP_TEXT_CONTENT|Resources|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#AS|REP_TEXT_CONTENT|Safety_AS|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#HEAD_TO_HEAD|REP_TEXT_CONTENT|Safety_Head to Head - SPIRIT H2H Safety|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#LONG_TERM|REP_TEXT_CONTENT|Safety_Long Term - 5 year safety data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#LONG_TERM|REP_TEXT_CONTENT|Safety_Long Term - 5 year safety data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#NA|REP_TEXT_CONTENT|Safety_N/A|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#NA|REP_TEXT_CONTENT|Safety_N/A|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#NR_AXSPA|REP_TEXT_CONTENT|Safety_NR AxSpA|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#PSA|REP_TEXT_CONTENT|Safety_PSA - SPIRIT P1 or P2 safety data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#PSO_ADULTS|REP_TEXT_CONTENT|Safety_PSO Adults - PsO safety data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#PSO_ADULTS|REP_TEXT_CONTENT|Safety_PSO Adults|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#PSO_PEDS|REP_TEXT_CONTENT|Safety_PSO Peds|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#SIDE_EFFECTS|REP_TEXT_CONTENT|Safety_Side Effects - IBD or ISR data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|SAFETY#SIDE_EFFECTS|REP_TEXT_CONTENT|Safety_Side Effects - IBD or ISR data|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|UNMET_NEED|REP_TEXT_CONTENT|Patient Expectations||||||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|UNMET_NEED|REP_TEXT_CONTENT|Unmet Need - Patient Expectations or Diagnosis and Treatment Opportunity of PsA|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIATIC ARTHRITIS||
LAST_ENGAGEMENT_CONTENT|NBA|CONTENT_VALUE|UNMET_NEED|REP_TEXT_CONTENT|Unmet Need - Patient Expectations or Diagnosis and Treatment Opportunity of PsO|Y|NBA CONTENT VALUE TO BE CONFIGURED|PROD|TALTZ_PSORIASIS||
LOOK_BACK_PERIOD_ACTIVITY||US1M|GASTRO|||N|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
LOOK_BACK_PERIOD_ACTIVITY||US1U|ALZ_ADC|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60||
LOOK_BACK_PERIOD_ACTIVITY||US6L|GI_BIAD_SL1|||N|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||135||
LOOK_BACK_PERIOD_ACTIVITY||US6M|GI_BIAD_SL2|||N|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||135||
LOOK_BACK_PERIOD_ACTIVITY||US6N|GI_UNAD_SL|||N|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||135||
LOOK_BACK_PERIOD_ACTIVITY||US7P|ONC_PORTFOLIO|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||135||
LOOK_BACK_PERIOD_ACTIVITY||US8D|CMH_TERR_1|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60||
LOOK_BACK_PERIOD_ACTIVITY||US8E|CMH_TERR_2|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60||
LOOK_BACK_PERIOD_ACTIVITY||US8F|CMH_UNAD_TERR|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60||
LOOK_BACK_PERIOD_ACTIVITY||USV4|Derm_1|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
LOOK_BACK_PERIOD_ACTIVITY||USV5|Derm_2|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
LOOK_BACK_PERIOD_ACTIVITY||USV6|Rheum_1|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
LOOK_BACK_PERIOD_ACTIVITY||USV7|Rheum_2|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
LOOK_BACK_PERIOD_ACTIVITY||USV8|DERM_RHEUM_HYB|||Y|SALESFORCE AND ACTIVITY LOOK BACK MAPPING||60
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|ACCESS OR FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|ACCESS/FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|ADHERENCE|CONTENT_TYPE_ID|ADHERENCE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|ALL|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|DEVICE|CONTENT_TYPE_ID|DEVICE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|DIAGNOSTIC|CONTENT_TYPE_ID|DIAGNOSTIC|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|DISEASE STATE|CONTENT_TYPE_ID|DISEASE_STATE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|DOSING|CONTENT_TYPE_ID|DOSING|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EASE OF ADMINISTRATION|CONTENT_TYPE_ID|EASE_OF_ADMINISTRATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#COMBINATION THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#COMBINATION_THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#CORE|CONTENT_TYPE_ID|EFFICACY#CORE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#ENTHESITIS-DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#ENTHESITIS_DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#HEAD TO HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#HEAD_TO_HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#LONG TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#LONG_TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#NA|CONTENT_TYPE_ID|EFFICACY#NA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#NOW APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#NOW_APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW_APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#PSO - PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#PSO_PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#RAPID ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#RAPID_ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#SECONDARY|CONTENT_TYPE_ID|EFFICACY#SECONDARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#SPINAL PAIN AND STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|EFFICACY#STRUCTURE|CONTENT_TYPE_ID|EFFICACY#STRUCTURE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|GENERAL|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|GUIDELINES|CONTENT_TYPE_ID|GUIDELINES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|INITIATION|CONTENT_TYPE_ID|INITIATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|MECHANISM OF ACTION|CONTENT_TYPE_ID|MOA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|MOA|CONTENT_TYPE_ID|MOA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|OPERATIONAL LOGISTICS|CONTENT_TYPE_ID|OPERATIONAL_LOGISTICS|Y|NBA SOA MESSAGE TYPE||||
