PARAMETER_TYPE|PARAMETER_VALUE|CONFIG_TYPE|CONFIG_VALUE|ATTRIBUTE_NAME1|ATTRIBUTE_VALUE1|ACTIVE|DESCRIPTION|ATTRIBUTE_NAME2|ATTRIBUTE_VALUE2|ATTRIBUTE_NAME3|ATTRIBUTE_VALUE3
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|ACCESS/FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|ACCESS_FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|ADHERENCE|CONTENT_TYPE_ID|ADHERENCE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|ALL|CONTENT_TYPE_ID|GENERAL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|DEVICE|CONTENT_TYPE_ID|DEVICE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|DIAGNOSTIC|CONTENT_TYPE_ID|DIAGNOSTIC|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|DISEASE STATE|CONTENT_TYPE_ID|DISEASE_STATE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|DISEASE_STATE|CONTENT_TYPE_ID|DISEASE_STATE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|DOSING|CONTENT_TYPE_ID|DOSING|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EASE OF ADMINISTRATION|CONTENT_TYPE_ID|EASE_OF_ADMINISTRATION|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EASE_OF_ADMINISTRATION|CONTENT_TYPE_ID|EASE_OF_ADMINISTRATION|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#COMBINATION THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#COMBINATION_THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#CORE|CONTENT_TYPE_ID|EFFICACY#CORE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#EFFICACY|CONTENT_TYPE_ID|EFFICACY#NA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#ENTHESITIS-DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#ENTHESITIS_DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#GENERAL|CONTENT_TYPE_ID|EFFICACY#GENERAL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#HEAD TO HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#HEAD_TO_HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#LONG TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#LONG_TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCH 2|CONTENT_TYPE_ID|EFFICACY#MONARCH2|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCH 3|CONTENT_TYPE_ID|EFFICACY#MONARCH3|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCH E|CONTENT_TYPE_ID|EFFICACY#MONARCHE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCH2|CONTENT_TYPE_ID|EFFICACY#MONARCH2|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCH3|CONTENT_TYPE_ID|EFFICACY#MONARCH3|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#MONARCHE|CONTENT_TYPE_ID|EFFICACY#MONARCHE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NA|CONTENT_TYPE_ID|EFFICACY#NA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NOW APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW_APPROVED|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NOW_APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW_APPROVED|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NSCLC CWL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NSCLC CwL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NSCLC_CWL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NSCLC_CwL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#NSCLC|CONTENT_TYPE_ID|EFFICACY#NSCLC|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#PSO - PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#PSO_PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#RAPID ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#RAPID_ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#SECONDARY|CONTENT_TYPE_ID|EFFICACY#SECONDARY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#SPINAL PAIN AND STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#STRUCTURE|CONTENT_TYPE_ID|EFFICACY#STRUCTURE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#THYROID|CONTENT_TYPE_ID|EFFICACY#THYROID|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#TUMOR AGNOSTIC|CONTENT_TYPE_ID|EFFICACY#TUMOR_AGNOSTIC|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY#TUMOR_AGNOSTIC|CONTENT_TYPE_ID|EFFICACY#TUMOR_AGNOSTIC|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|EFFICACY|CONTENT_TYPE_ID|EFFICACY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|GENERAL|CONTENT_TYPE_ID|GENERAL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|GUIDELINES|CONTENT_TYPE_ID|GUIDELINES|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|INITIATION|CONTENT_TYPE_ID|INITIATION|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|MECHANISM OF ACTION|CONTENT_TYPE_ID|MOA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|MOA|CONTENT_TYPE_ID|MOA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|NA|CONTENT_TYPE_ID|GENERAL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|OPERATIONAL LOGISTICS|CONTENT_TYPE_ID|OPERATIONAL_LOGISTICS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|OPERATIONAL_LOGISTICS|CONTENT_TYPE_ID|OPERATIONAL_LOGISTICS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT AFFORDABILITY|CONTENT_TYPE_ID|PATIENT_AFFORDABILITY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT OR CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT TYPE OR IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT TYPE/IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT/CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT_AFFORDABILITY|CONTENT_TYPE_ID|PATIENT_AFFORDABILITY|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT_CUSTOMER_SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PATIENT_TYPE_IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PRODUCT ATTRIBUTES|CONTENT_TYPE_ID|PRODUCT_ATTRIBUTES|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|PRODUCT_ATTRIBUTES|CONTENT_TYPE_ID|PRODUCT_ATTRIBUTES|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|REAL WORLD EVIDENCE|CONTENT_TYPE_ID|REAL_WORLD_EVIDENCE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|REAL_WORLD_EVIDENCE|CONTENT_TYPE_ID|REAL_WORLD_EVIDENCE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|RESOURCES|CONTENT_TYPE_ID|RESOURCES|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#AS|CONTENT_TYPE_ID|SAFETY#AS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#GENERAL|CONTENT_TYPE_ID|SAFETY#GENERAL|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#HEAD TO HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#HEAD_TO_HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#LONG TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#LONG_TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#MONITORING_THERAPY|CONTENT_TYPE_ID|SAFETY#MONITORING_THERAPY|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#NA|CONTENT_TYPE_ID|SAFETY#NA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#NOW APPROVED|CONTENT_TYPE_ID|SAFETY#NOW_APPROVED|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#NOW_APPROVED|CONTENT_TYPE_ID|SAFETY#NOW_APPROVED|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#NR AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#NR_AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#OVERDOSE|CONTENT_TYPE_ID|SAFETY#OVERDOSE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#PSA|CONTENT_TYPE_ID|SAFETY#PSA|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#PSO - ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULTS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#PSO - PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#PSO_ADULTS|CONTENT_TYPE_ID|SAFETY#PSO_ADULTS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#PSO_PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#RESULTS|CONTENT_TYPE_ID|SAFETY#RESULTS|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#SAFETY|CONTENT_TYPE_ID|SAFETY#NA|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#SIDE EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY#SIDE_EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|SAFETY|CONTENT_TYPE_ID|SAFETY|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|STUDY DESIGN|CONTENT_TYPE_ID|STUDY_DESIGN|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|STUDY_DESIGN|CONTENT_TYPE_ID|STUDY_DESIGN|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|TREATMENT LANDSCAPES|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|TREATMENT LANDSCAPE|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|TREATMENT_LANDSCAPE|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA CAP MESSAGE TYPE|||||||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|UNMET NEED|CONTENT_TYPE_ID|UNMET_NEED|Y|NBA CAP MESSAGE TYPE||||"	"|||||||||||
CAP_ML_CONTENT_CATEGORIES|CAP|MESSAGE_TYPE|UNMET_NEED|CONTENT_TYPE_ID|UNMET_NEED|Y|NBA CAP MESSAGE TYPE|||||||||||||||
EMAIL_CONTENT_MAPPING|US_304528|ACCESS_FORMULARY|1016260|CONTENT|Access or Formulary|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|ACCESS_FORMULARY|1016268|CONTENT|Access or Formulary|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|DOSING|1121857|CONTENT|Dosing - how to take Taltz||||||
EMAIL_CONTENT_MAPPING|US_304528|DOSING|1121867|CONTENT|Dosing - how to take Taltz||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#CORE|1091374|CONTENT|Efficacy_Core - SPIRIT P1|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#CORE|1265721|CONTENT|Efficacy_Core - SPIRIT P1|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#CORE|1324589_928847|CONTENT|Efficacy_Core - Complete Clearance||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#ENTHESITIS_DACYLITIS|1021695|CONTENT|Efficacy_Enthesitis-Dactylitis|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1021690|CONTENT|Efficacy_Head to Head|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1086189|CONTENT|Efficacy_Head to Head|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1167602|CONTENT|Efficacy_Head to Head|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1189455|CONTENT|Efficacy_Head to Head|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1324582_1117935|CONTENT|Efficacy_Head to Head - vs. Tremfya||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1324582_937835|CONTENT|Efficacy_Head to Head - vs. Tremfya||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#HEAD_TO_HEAD|1324582_937837|CONTENT|Efficacy_Head to Head - vs. Tremfya||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#RAPID_ONSET|1324589_928853|CONTENT|Efficacy_Rapid Onset|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#RAPID_ONSET|1351592|CONTENT|Efficacy_Rapid Onset|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#RAPID_ONSET|1351627|CONTENT|Efficacy_Rapid Onset|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#SECONDARY|1003344|CONTENT|Efficacy_Secondary - SPIRIT P2|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#SECONDARY|1324589_1210729|CONTENT|Efficacy_Secondary - CBA or PsA|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|1351572|CONTENT|Efficacy_Spinal Pain and Stiffness - COAST||||||
EMAIL_CONTENT_MAPPING|US_304528|EFFICACY#STRUCTURE|922334|CONTENT|Efficacy_Structure - mTSS data|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|MOA|1059265|CONTENT|Mechanism of Action|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|PATIENT_CUSTOMER_SUPPORT|1152308|CONTENT|Patient or Customer support - Taltz Together|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|PATIENT_CUSTOMER_SUPPORT|1155370|CONTENT|Patient or Customer support - Taltz Together|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|PATIENT_TYPE_IDENTIFICATION|1324597|CONTENT|Patient Type or Identification|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|PATIENT_TYPE_IDENTIFICATION|1351653|CONTENT|Patient Type or Identification|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|SAFETY#AS|1077386|CONTENT|Safety_AS|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
EMAIL_CONTENT_MAPPING|US_304528|SAFETY#LONG_TERM|1314131|CONTENT|Safety_Long Term|Y|NBA EMAIL CONTENT TO BE CONFIGURED||||
FS_Event|Fixed_Event_Config|Channel|Call|Call_vod|F2F_CALL|Y|Channel in fixed event||||
FS_Event|Fixed_Event_Config|Channel|Email|Email_vod|VEEVA_EMAIL|Y|Channel in fixed event||||
FS_Event|Sample|Channel|Sample|1016260|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|716238|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|728978|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|729975|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|777936|183|Y|Content in fixed event for Rheum||||
FS_Event|Sample|Channel|Sample|805224|183|Y|Content in fixed event for derm||||
FS_Event|Sample|Channel|Sample|806080|183|Y|Content in fixed event for Rheum||||
