verso_tactic_id|utm_tag|verso_campaign_id|third_party_program_id|subject_line|preheader|link|link_location|data_source_code|delivery_source|delivery_source_type|contact_type|platform|tactic_description|approved_job_id|tactic_expiration_date|tactic_retirement_date|primary_category|secondary_category|percent_population|tactic_start_date|tactic_end_date|offertype|content_tag|franchise|geography|product|disease_state_indication|customer_type|customer_segment|department|campaign_name|execution_path|primary_subcategory|secondary_subcategory|document_status|tactic_resend|content_testing|AEM_Variation_ID|send_type|groups|product_id
EHR_PP-AL-US-3544_4502_01|?utm_source=OTX!EHR_PP-AL-US-3544_4502_01&utm_medium=OPTIMIZERX&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||N/A|||NA|OPTIMIZERX|OPTIMIZERX|EHR|SAVINGS CARD|COPAY CARD|Verzenio Savings Card Downloadable PDF-2023 T&C Update|PP-AL-US-3544|01-25-2024|01-25-2024|PATIENT AFFORDABILITY|RESOURCES||03-09-2023|12-30-2023|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|Primary Send|1.0|304521_CAP_864850
EHR_PP-AL-US-3544_5121_01|%20?utm_source=RXT!EHR_PP-AL-US-3544_5121_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||N/A||""|NA|RXNT|RXNT|EHR|SAVINGS CARD|COPAY CARD|Verzenio Savings Card Downloadable PDF-2023 T&C Update|PP-AL-US-3544|01-25-2024|01-25-2024|PATIENT AFFORDABILITY|RESOURCES||05-01-2023|12-30-2023|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|Primary Send|1.0|304521_CAP_864850
EHR_PP-AL-US-3544_5122_01|%20?utm_source=DOC!EHR_PP-AL-US-3544_5122_01&utm_medium=DOCEREE&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||N/A||""|NA|DOCEREE|DOCEREE|EHR|SAVINGS CARD|COPAY CARD|Verzenio Savings Card Downloadable PDF-2023 T&C Update|PP-AL-US-3544|01-25-2024|01-25-2024|PATIENT AFFORDABILITY|RESOURCES||05-01-2023|12-30-2023|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|Primary Send|1.0|304521_CAP_864850
EHR_PP-AL-US-3544_7381_01|www.verzenio.lilly.com/hcp?utm_source=OTX!EHR_PP-AL-US-3544_7381_01&utm_medium=OPTIMIZERX&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|OPTIMIZERX|OPTIMIZERX|EHR|SAVINGS CARD|COPAY CARD|Verzenio Savings Card Downloadable PDF-2023 T&C Update|PP-AL-US-3544|01-25-2024|01-25-2024|PATIENT AFFORDABILITY|RESOURCES||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|EXPIRED|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3683_5123_01|%20https://www.verzenio.com/hcp?utm_source=RXT!EHR_PP-AL-US-3683_5123_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3683_5124_01|%20https://www.verzenio.com/hcp?utm_source=OTX!EHR_PP-AL-US-3683_5124_01&utm_medium=OPTIMIZERX&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3683_5457_01|https://www.verzenio.com/hcp?utm_source=DOC!EHR_PP-AL-US-3683_5457_01&utm_medium=DOCEREE&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|eRX|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3683_5459_01|https://www.verzenio.com/hcp?utm_source=DOC!EHR_PP-AL-US-3683_5459_01&utm_medium=DOCEREE&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3683_5460_01|https://www.verzenio.com/hcp?utm_source=RXT!EHR_PP-AL-US-3683_5460_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3683_6215_01|%20https://www.verzenio.com/hcp?utm_source=OTX!EHR_PP-AL-US-3683_6215_01&utm_medium=OPTIMIZERX&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||-||https://www.verzenio.com/hcp|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|Verzenio Static Banner NOW APPROVED Expanded Indication EBC|PP-AL-US-3683|08-31-2023|08-31-2023|EFFICACY|NA||05-01-2023|08-31-2023|BROCHURE/PRESENTATION|Click to learn more|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|EXPIRED|YES|NO|NA|||304521_CAP_864850
EHR_PP-AL-US-3756_11052_01|https://www.verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3756_11052_01&utm_medium=RXNT&utm_campaign=USA-VER-BC-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-VER-BC-RETL-BSE-EHR-01012025||None||https://www.verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|eRX|Resources Website Banner Grid & Template|PP-AL-US-3756|05-31-2027|05-31-2027|RESOURCES|NA||01-01-2025|12-31-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER|HCP|NA|RETAIL|Verzenio Breast Cancer Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||304521_864850
EHR_PP-AL-US-3756_11061_01|https://www.verzenio.lilly.com/hcp?utm_source=DOC!EHR_PP-AL-US-3756_11061_01&utm_medium=DOCEREE&utm_campaign=USA-VER-BC-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-VER-BC-RETL-BSE-EHR-01012025||None||https://www.verzenio.lilly.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|eRX|Resources Website Banner Grid & Template|PP-AL-US-3756|05-31-2027|05-31-2027|RESOURCES|NA||01-01-2025|12-31-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER|HCP|NA|RETAIL|Verzenio Breast Cancer Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||304521_864850
EHR_PP-AL-US-3756_7388_01|www.verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3756_7388_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|eRX|Resources Website Banner Grid & Template|PP-AL-US-3756|05-31-2025|05-31-2025|RESOURCES|NA||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3756_7390_01|www.verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3756_7390_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|eRX|Resources Website Banner Grid & Template|PP-AL-US-3756|05-31-2025|05-31-2025|RESOURCES|NA||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3756_7401_01|www.verzenio.lilly.com/hcp?utm_source=DOC!EHR_PP-AL-US-3756_7401_01&utm_medium=DOCEREE&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|eRX|Resources Website Banner Grid & Template|PP-AL-US-3756|05-31-2025|05-31-2025|RESOURCES|NA||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3811_10331_01|www.verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3811_10331_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3811_10334_01|www.verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3811_10334_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3811_10335_01|www.verzenio.lilly.com/hcp?utm_source=DOC!EHR_PP-AL-US-3811_10335_01&utm_medium=DOCEREE&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01012024&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01012024||None|None|www.verzenio.lilly.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||01-01-2024|12-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3811_11006_01|https://verzenio.lilly.com/hcp?utm_source=RXT!EHR_PP-AL-US-3811_11006_01&utm_medium=RXNT&utm_campaign=USA-VER-BC-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-VER-BC-RETL-BSE-EHR-01012025||None||https://verzenio.lilly.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||01-01-2025|12-31-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER|HCP|NA|RETAIL|Verzenio Breast Cancer Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||304521_864850
EHR_PP-AL-US-3811_11058_01|https://verzenio.lilly.com/hcp?utm_source=DOC!EHR_PP-AL-US-3811_11058_01&utm_medium=DOCEREE&utm_campaign=USA-VER-BC-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-VER-BC-RETL-BSE-EHR-01012025||None||https://verzenio.lilly.com/hcp|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||01-01-2025|12-31-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|VERZENIO|BREAST CANCER|HCP|NA|RETAIL|Verzenio Breast Cancer Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||304521_864850
EHR_PP-AL-US-3811_6197_01|https://www.verzenio.com/hcp?utm_source=RXT!EHR_PP-AL-US-3811_6197_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||None|None|https://www.verzenio.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||08-31-2023|12-31-2023|BROCHURE/PRESENTATION|Learn More|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
EHR_PP-AL-US-3811_6203_01|https://www.verzenio.com/hcp?utm_source=RXT!EHR_PP-AL-US-3811_6203_01&utm_medium=RXNT&utm_campaign=USA-VER-EBC-RETL-BSE-EHR-01032023&utm_term=BROCHURE/PRESENTATION|USA-VER-EBC-RETL-BSE-EHR-01032023||None|None|https://www.verzenio.com/hcp|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|Verzenio Animated Banner EBC/MBC Campaign|PP-AL-US-3811|08-31-2025|08-31-2025|UNMET NEED|PATIENT TYPE OR IDENTIFICATION||08-31-2023|12-31-2023|BROCHURE/PRESENTATION|Learn More|ONCOLOGY|USA|VERZENIO|BREAST CANCER - EARLY|HCP|NA|RETAIL|Verzenio Breast Cancer- Base EHR 01032023|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|None|||304521_CAP_864850
