verso_tactic_id|utm_tag|verso_campaign_id|third_party_program_id|subject_line|preheader|link|link_location|data_source_code|delivery_source|delivery_source_type|contact_type|platform|tactic_description|approved_job_id|tactic_expiration_date|tactic_retirement_date|primary_category|secondary_category|percent_population|tactic_start_date|tactic_end_date|offertype|content_tag|franchise|geography|product|disease_state_indication|customer_type|customer_segment|department|campaign_name|execution_path|primary_subcategory|secondary_subcategory|document_status|tactic_resend|content_testing|AEM_Variation_ID|send_type|groups|product_id
EHR_PP-ZP-US-1630_12561_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=SESAME!EHR_PP-ZP-US-1630_12561_01&utm_medium=SESAME&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|SESAME|SESAME|EHR|BANNER ADS|PROVIDER DASHBOARD PORTAL|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||03-26-2025|12-30-2025|BROCHURE/PRESENTATION|See the data|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12638_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12638_01&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|eRX|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|09-30-2025|BROCHURE/PRESENTATION|See the data|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12638_02|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12638_02&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|eRX|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|09-30-2025|BROCHURE/PRESENTATION|See the data|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12638_03|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12638_03&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|eRX|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY|0|04-15-2025|09-30-2025|BROCHURE/PRESENTATION|See the data|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12639_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=CTX!EHR_PP-ZP-US-1630_12639_01&utm_medium=CONNECTIVERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|CONNECTIVERX|CONNECTIVERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|09-30-2025|BROCHURE/PRESENTATION|See the data|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12681_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12681_01&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12681_02|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12681_02&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12681_03|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12681_03&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12681_04|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=OTX!EHR_PP-ZP-US-1630_12681_04&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_01&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_02|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_02&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_03|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_03&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_04|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_04&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_05|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_05&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY|0|04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12685_06|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=RXT!EHR_PP-ZP-US-1630_12685_06&utm_medium=RXNT&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|RXNT|RXNT|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY|0|04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12688_01|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=DOC!EHR_PP-ZP-US-1630_12688_01&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|SEE THE DATA|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12688_02|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=DOC!EHR_PP-ZP-US-1630_12688_02&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1630_12688_03|https://zepbound.lilly.com/hcp/clinical-data-weight?utm_source=DOC!EHR_PP-ZP-US-1630_12688_03&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/clinical-data-weight|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1630-EHR Efficacy Banner|PP-ZP-US-1630|02-28-2027|02-28-2027|EFFICACY|EFFICACY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12261_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=OTX!EHR_PP-ZP-US-1631_12261_01&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12261_02|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=OTX!EHR_PP-ZP-US-1631_12261_02&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12263_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=CTX!EHR_PP-ZP-US-1631_12263_01&utm_medium=CONNECTIVERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|CONNECTIVERX|CONNECTIVERX|EHR|BANNER ADS|eRX|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12264_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=DOC!EHR_PP-ZP-US-1631_12264_01&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12264_02|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=DOC!EHR_PP-ZP-US-1631_12264_02&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12552_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=CTX!EHR_PP-ZP-US-1631_12552_01&utm_medium=CONNECTIVERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|CONNECTIVERX|CONNECTIVERX|EHR|BANNER ADS|REAL TIME PATIENT SAVINGS|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||02-28-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12553_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=DOC!EHR_PP-ZP-US-1631_12553_01&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||03-27-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12553_02|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=DOC!EHR_PP-ZP-US-1631_12553_02&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||03-27-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12689_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=OTX!EHR_PP-ZP-US-1631_12689_01&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12689_02|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=OTX!EHR_PP-ZP-US-1631_12689_02&utm_medium=OPTIMIZERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|OPTIMIZERX|OPTIMIZERX|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||04-08-2025|12-30-2025|BROCHURE/PRESENTATION||DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12690_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=CTX!EHR_PP-ZP-US-1631_12690_01&utm_medium=CONNECTIVERX&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|CONNECTIVERX|CONNECTIVERX|EHR|BANNER ADS|eRX|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
EHR_PP-ZP-US-1631_12691_01|https://zepbound.lilly.com/hcp/getting-patients-started?utm_source=DOC!EHR_PP-ZP-US-1631_12691_01&utm_medium=DOCEREE&utm_campaign=USA-ZEP-OBE-RETL-BSE-EHR-01012025&utm_term=BROCHURE/PRESENTATION|USA-ZEP-OBE-RETL-BSE-EHR-01012025||NA||https://zepbound.lilly.com/hcp/getting-patients-started|NA|DOCEREE|DOCEREE|EHR|BANNER ADS|PATIENT CHART|PP-ZP-US-1631-Affordability Banner|PP-ZP-US-1631|12-31-2025|12-31-2025|PATIENT AFFORDABILITY|PATIENT AFFORDABILITY||04-15-2025|12-30-2025|BROCHURE/PRESENTATION|GET STARTED|DIABETES|USA|ZEPBOUND|OBESITY|HCP|NA|RETAIL|Zepbound Obesity Base EHR 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||708122_864874
