verso_tactic_id|utm_tag|verso_campaign_id|third_party_program_id|subject_line|preheader|link|link_location|data_source_code|delivery_source|delivery_source_type|contact_type|platform|tactic_description|approved_job_id|tactic_expiration_date|tactic_retirement_date|primary_category|secondary_category|percent_population|tactic_start_date|tactic_end_date|offertype|content_tag|franchise|geography|product|disease_state_indication|customer_type|customer_segment|department|campaign_name|execution_path|primary_subcategory|secondary_subcategory|document_status|tactic_resend|content_testing|AEM_Variation_ID|send_type|groups|product_id
SOA_PP-PT-US-0660_7968_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0660_7968_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.48|None|None|https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|VIDEO|BRANDSPOT|Medscape BrandSpot - CLL AA Now Approved|PP-PT-US-0660|05-31-2024|05-31-2024|EFFICACY|NA||02-01-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0663_7028_01|http://www.jaypirca.com/hcp?utm_source=PHCT!SOA_PP-PT-US-0663_7028_01&utm_medium=PHARMA_CONNECT&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||http://www.jaypirca.com/hcp|NA|PHARMA CONNECT|PHARMA CONNECT|CLINICAL EDUCATION|MICROSITE|RESOURCE CENTER|PharmaConnect Animated Banner - CLL AA Now Approved|PP-PT-US-0663|05-31-2024|05-31-2024|EFFICACY|NA||12-04-2023|01-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0664_7029_01|http://www.jaypirca.com/hcp?utm_source=PHCT!SOA_PP-PT-US-0664_7029_01&utm_medium=PHARMA_CONNECT&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||http://www.jaypirca.com/hcp|NA|PHARMA CONNECT|PHARMA CONNECT|CLINICAL EDUCATION|MICROSITE|RESOURCE CENTER|PharmaConnect Static Banner - CLL AA Now Approved|PP-PT-US-0664|05-31-2024|05-31-2024|EFFICACY|NA||12-04-2023|01-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0665_7030_01|http://www.jaypirca.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0665_7030_01&utm_medium=SKIPTA&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||http://www.jaypirca.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|ALERT MESSAGE|INSTREAM POST|Skipta Instream - CLL AA Now Approved|PP-PT-US-0665|05-31-2024|05-31-2024|EFFICACY|NA||12-04-2023|01-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0665_7656_01|https://www.jaypirca.lilly.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0665_7656_01&utm_medium=SKIPTA&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None|None|https://www.jaypirca.lilly.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|ALERT MESSAGE|INSTREAM POST|Skipta Instream - CLL AA Now Approved|PP-PT-US-0665|05-31-2024|05-31-2024|EFFICACY|NA||01-01-2024|02-29-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0665_7992_01|http://www.jaypirca.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0665_7992_01&utm_medium=SKIPTA&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||http://www.jaypirca.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|ALERT MESSAGE|INSTREAM POST|Skipta Instream - CLL AA Now Approved|PP-PT-US-0665|05-31-2024|05-31-2024|EFFICACY|NA||12-04-2023|02-15-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0667_7031_01|http://www.jaypirca.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0667_7031_01&utm_medium=SKIPTA&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||http://www.jaypirca.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|PLATFORM EMAIL|SKOOP|Skipta Skoop - CLL AA Now Approved|PP-PT-US-0667|05-31-2024|05-31-2024|EFFICACY|NA||12-04-2023|01-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0667_7654_01|https://www.jaypirca.lilly.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0667_7654_01&utm_medium=SKIPTA&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None|None|https://www.jaypirca.lilly.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|PLATFORM EMAIL|SKOOP|Skipta Skoop - CLL AA Now Approved|PP-PT-US-0667|05-31-2024|05-31-2024|EFFICACY|NA||01-01-2024|01-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0667_8296_01|https://jaypirca.lilly.com/hcp?utm_source=SKPT!SOA_PP-PT-US-0667_8296_01&utm_medium=SKIPTA&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None|None|https://jaypirca.lilly.com/hcp|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|ALERT MESSAGE|INSTREAM POST|Skipta Skoop - CLL AA Now Approved|PP-PT-US-0667|05-31-2024|05-31-2024|EFFICACY|NA||01-01-2024|03-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|NOW APPROVED|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0671_8302_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0671_8302_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||10556 NCCN Permissions Requests Submissions: Pharmaceutical /Biotech Company (Precision for Value)||https://www.jaypirca.lilly.com/hcp|NA|ALERT MARKETING|ALERT MARKETING|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Alert Marketing Email - CLL AA Efficacy|PP-PT-US-0671|08-31-2024|08-31-2024|EFFICACY|NA||04-04-2024|04-11-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0671_8444_01|https://jaypirca.lilly.com/hcp?utm_source=AMKT!SOA_PP-PT-US-0671_8444_01&utm_medium=ALERT_MARKETING&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022|SF401638.2|e-MD/alert: You haven't seen efficacy data for this BTKi in pretreated CLL before||https://jaypirca.lilly.com/hcp|NA|ALERT MARKETING|ALERT MARKETING|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Alert Marketing Email - CLL AA Efficacy|PP-PT-US-0671|08-31-2024|08-31-2024|EFFICACY|NA||01-01-2024|08-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|LONELY LARRY;TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0672_7652_01|https://www.jaypirca.lilly.com/hcp?utm_source=DOX!SOA_PP-PT-US-0672_7652_01&utm_medium=DOXIMITY&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None||https://www.jaypirca.lilly.com/hcp|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|VIDEO|DOCSPOT|Doximity DocSpot #2 - CLL AA Efficacy|PP-PT-US-0672|05-31-2024|05-31-2024|EFFICACY|NA||01-01-2024|03-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0672_8300_01|https://jaypirca.lilly.com/hcp?utm_source=DOX!SOA_PP-PT-US-0672_8300_01&utm_medium=DOXIMITY&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None||https://jaypirca.lilly.com/hcp|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|VIDEO|DOCSPOT|Doximity DocSpot #2 - CLL AA Efficacy|PP-PT-US-0672|05-31-2024|05-31-2024|EFFICACY|NA||04-01-2024|12-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0673_7649_01|https://www.jaypirca.lilly.com/hcp?utm_source=DOX!SOA_PP-PT-US-0673_7649_01&utm_medium=DOXIMITY&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None||https://www.jaypirca.lilly.com/hcp|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|Doximity DocNews - CLL AA Efficacy|PP-PT-US-0673|05-31-2024|05-31-2024|EFFICACY|NA||01-01-2024|03-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0673_8298_01|https://jaypirca.lilly.com/hcp?utm_source=DOX!SOA_PP-PT-US-0673_8298_01&utm_medium=DOXIMITY&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None||https://jaypirca.lilly.com/hcp|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|Doximity DocNews - CLL AA Efficacy|PP-PT-US-0673|05-31-2024|05-31-2024|EFFICACY|NA||04-01-2024|12-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|TOLERABILITY TERRY;PRACTICAL PAT;OTHER OLIVER|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0674_7709_01|https://www.jaypirca.lilly.com/hcp?utm_source=EPO!SOA_PP-PT-US-0674_7709_01&utm_medium=EPOCRATES&utm_campaign=USA-PIR-CLL-RETL-BSE-SOA-03212022&utm_term=BROCHURE/PRESENTATION|USA-PIR-CLL-RETL-BSE-SOA-03212022||None||https://www.jaypirca.lilly.com/hcp|NA|EPOCRATES|EPOCRATES|CLINICAL EDUCATION|ALERT MESSAGE|DOCALERT|Epocrates DocAlert - CLL AA Efficacy|PP-PT-US-0674|05-31-2024|05-31-2024|EFFICACY|NA||01-31-2024|04-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|PIRTOBRUTINIB|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Pirtobrutinib Chronic Cell Lymphoma Base SOA 11062023|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||212630_713133
SOA_PP-PT-US-0674_7730_01|https://www.jaypirca.lilly.com/hcp?utm_source=EPO!SOA_PP-PT-US-0674_7730_01&utm_medium=EPOCRATES&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||None||https://www.jaypirca.lilly.com/hcp|NA|EPOCRATES|EPOCRATES|CLINICAL EDUCATION|ALERT MESSAGE|DOCALERT|Epocrates DocAlert - CLL AA Efficacy|PP-PT-US-0674|05-31-2024|05-31-2024|EFFICACY|NA||01-31-2024|04-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0674_8206_01|https://www.jaypirca.lilly.com/hcp?utm_source=EPO!SOA_PP-PT-US-0674_8206_01&utm_medium=EPOCRATES&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||Efficacy Results from the BRUIN Trial You Need to See||https://www.jaypirca.lilly.com/hcp|NA|EPOCRATES|EPOCRATES|CLINICAL EDUCATION|ALERT MESSAGE|DOCALERT|Epocrates DocAlert - CLL AA Efficacy|PP-PT-US-0674|05-31-2024|05-31-2024|EFFICACY|NA||03-01-2024|04-30-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|NA|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0674_8301_01|https://jaypirca.lilly.com/hcp?utm_source=EPO!SOA_PP-PT-US-0674_8301_01&utm_medium=EPOCRATES&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024||Efficacy Results With Pretreated CLL||https://jaypirca.lilly.com/hcp|NA|EPOCRATES|EPOCRATES|CLINICAL EDUCATION|ALERT MESSAGE|DOCALERT|Epocrates DocAlert - CLL AA Efficacy|PP-PT-US-0674|05-31-2024|05-31-2024|EFFICACY|NA||04-03-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0676_7969_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_7969_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.2_IEA|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|BRAND ALERT - RECONTACT|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_7970_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_7970_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.32|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_7971_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_7971_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.47_IEA|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|POINT OF CONTACT - RECONTACT|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_8165_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8165_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.18|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_8166_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8166_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|343109.33|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_8168_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8168_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.48_IEA|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|BRANDSPOT - RECONTACT|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||03-30-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_8304_01|https://www.jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8304_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.19|None||https://www.jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|EMAIL|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||04-16-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
SOA_PP-PT-US-0676_8305_01|https://jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8305_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|390540.4_IEA|You haven't seen efficacy data for this  BTKi in pretreated CLL before.||https://jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|BRAND ALERT - RECONTACT|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||04-16-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|None|||708086_864873
SOA_PP-PT-US-0676_8408_01|https://jaypirca.lilly.com/hcp?utm_source=MED!SOA_PP-PT-US-0676_8408_01&utm_medium=MEDSCAPE&utm_campaign=USA-JAY-CLL-RETL-BSE-SOA-01012024&utm_term=BROCHURE/PRESENTATION|USA-JAY-CLL-RETL-BSE-SOA-01012024|408848.10_IEA|None||https://jaypirca.lilly.com/hcp|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|PLATFORM EMAIL|E-TUMOR BOARD - TRIGGERED EMAIL|Medscape Email - CLL AA Efficacy|PP-PT-US-0676|05-31-2024|05-31-2024|EFFICACY|NA||04-02-2024|06-01-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|JAYPIRCA|CHRONIC LYMPHOCYTIC LEUKEMIA|HCP|ADJUSTED PAT;ADJUSTED OLIVER;ADJUSTED TERRY|RETAIL|Jaypirca Chronic Cell Lymphoma Base SOA 01012024|BSE|CLL AA|NA|EXPIRED|YES|NO|NA|||708086_864873
