Product|brand_indication|segment|speciality|affinity_segment|affinity_type|Dimension_type|Dimension_Value|Min_Allowed|Max_Allowed|Active
US_304486|US_304486|Non-Targets|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_ALERT|0|0|Y
US_304486|US_304486|Critical|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|12|Y
US_304486|US_304486|Critical|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|10|Y
US_304486|US_304486|Critical|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|7|Y
US_304486|US_304486|Critical|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|5|Y
US_304486|US_304486|Critical|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|2|Y
US_304486|US_304486|Critical|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|Critical|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|14|Y
US_304486|US_304486|Critical|PCP|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|11|Y
US_304486|US_304486|Critical|PCP|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|8|Y
US_304486|US_304486|Critical|PCP|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|6|Y
US_304486|US_304486|Critical|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|3|Y
US_304486|US_304486|Critical|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|3|Y
US_304486|US_304486|Critical|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|12|Y
US_304486|US_304486|Critical|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|10|Y
US_304486|US_304486|Critical|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|7|Y
US_304486|US_304486|Critical|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|5|Y
US_304486|US_304486|Critical|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|2|Y
US_304486|US_304486|Critical|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|High|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|12|Y
US_304486|US_304486|High|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|10|Y
US_304486|US_304486|High|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|7|Y
US_304486|US_304486|High|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|5|Y
US_304486|US_304486|High|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|2|Y
US_304486|US_304486|High|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|High|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|14|Y
US_304486|US_304486|High|PCP|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|11|Y
US_304486|US_304486|High|PCP|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|8|Y
US_304486|US_304486|High|PCP|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|6|Y
US_304486|US_304486|High|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|3|Y
US_304486|US_304486|High|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|3|Y
US_304486|US_304486|High|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|5|12|Y
US_304486|US_304486|High|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|4|10|Y
US_304486|US_304486|High|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|3|7|Y
US_304486|US_304486|High|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|2|5|Y
US_304486|US_304486|High|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|1|2|Y
US_304486|US_304486|High|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|Medium|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|6|Y
US_304486|US_304486|Medium|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|5|Y
US_304486|US_304486|Medium|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|4|Y
US_304486|US_304486|Medium|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|Medium|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Medium|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Medium|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|6|Y
US_304486|US_304486|Medium|PCP|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|5|Y
US_304486|US_304486|Medium|PCP|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|4|Y
US_304486|US_304486|Medium|PCP|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|Medium|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Medium|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Medium|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|6|Y
US_304486|US_304486|Medium|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|5|Y
US_304486|US_304486|Medium|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|4|Y
US_304486|US_304486|Medium|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|2|Y
US_304486|US_304486|Medium|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Medium|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|1|Y
US_304486|US_304486|Low|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Low|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_BRANDSPOT|0|0|Y
US_304486|US_304486|Critical|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|12|Y
US_304486|US_304486|Critical|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|10|Y
US_304486|US_304486|Critical|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|7|Y
US_304486|US_304486|Critical|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|5|Y
US_304486|US_304486|Critical|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|2|Y
US_304486|US_304486|Critical|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|Critical|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|14|Y
US_304486|US_304486|Critical|PCP|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|11|Y
US_304486|US_304486|Critical|PCP|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|8|Y
US_304486|US_304486|Critical|PCP|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|6|Y
US_304486|US_304486|Critical|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|3|Y
US_304486|US_304486|Critical|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|3|Y
US_304486|US_304486|Critical|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|12|Y
US_304486|US_304486|Critical|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|10|Y
US_304486|US_304486|Critical|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|7|Y
US_304486|US_304486|Critical|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|5|Y
US_304486|US_304486|Critical|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|2|Y
US_304486|US_304486|Critical|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|High|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|12|Y
US_304486|US_304486|High|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|10|Y
US_304486|US_304486|High|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|7|Y
US_304486|US_304486|High|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|5|Y
US_304486|US_304486|High|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|2|Y
US_304486|US_304486|High|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|High|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|14|Y
US_304486|US_304486|High|PCP|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|11|Y
US_304486|US_304486|High|PCP|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|8|Y
US_304486|US_304486|High|PCP|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|6|Y
US_304486|US_304486|High|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|3|Y
US_304486|US_304486|High|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|3|Y
US_304486|US_304486|High|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|6|12|Y
US_304486|US_304486|High|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|5|10|Y
US_304486|US_304486|High|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|4|7|Y
US_304486|US_304486|High|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|2|5|Y
US_304486|US_304486|High|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|1|2|Y
US_304486|US_304486|High|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|Medium|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|6|Y
US_304486|US_304486|Medium|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|5|Y
US_304486|US_304486|Medium|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|4|Y
US_304486|US_304486|Medium|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|Medium|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Medium|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Medium|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|6|Y
US_304486|US_304486|Medium|PCP|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|5|Y
US_304486|US_304486|Medium|PCP|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|4|Y
US_304486|US_304486|Medium|PCP|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|Medium|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Medium|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Medium|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|6|Y
US_304486|US_304486|Medium|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|5|Y
US_304486|US_304486|Medium|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|4|Y
US_304486|US_304486|Medium|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|2|Y
US_304486|US_304486|Medium|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Medium|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|1|Y
US_304486|US_304486|Low|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Low|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Non-Targets|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_EMAIL|0|0|Y
US_304486|US_304486|Critical|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|Critical|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|Critical|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|Critical|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|Critical|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|Critical|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Critical|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|Critical|PCP|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|Critical|PCP|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|Critical|PCP|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|Critical|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|Critical|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Critical|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|Critical|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|Critical|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|Critical|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|Critical|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|Critical|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|High|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|High|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|High|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|High|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|High|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|High|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|High|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|High|PCP|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|High|PCP|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|High|PCP|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|High|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|High|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|High|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_POC|3|6|Y
US_304486|US_304486|High|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_POC|2|5|Y
US_304486|US_304486|High|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_POC|2|4|Y
US_304486|US_304486|High|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_POC|1|2|Y
US_304486|US_304486|High|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_POC|1|1|Y
US_304486|US_304486|High|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_POC|0|6|Y
US_304486|US_304486|Medium|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_POC|0|5|Y
US_304486|US_304486|Medium|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_POC|0|4|Y
US_304486|US_304486|Medium|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_POC|0|2|Y
US_304486|US_304486|Medium|SPEC|VL|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|SPEC|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|PCP|VH|DPH|DIMENSION_1|MEDSCAPE_POC|0|6|Y
US_304486|US_304486|Medium|PCP|H|DPH|DIMENSION_1|MEDSCAPE_POC|0|5|Y
US_304486|US_304486|Medium|PCP|M|DPH|DIMENSION_1|MEDSCAPE_POC|0|4|Y
US_304486|US_304486|Medium|PCP|L|DPH|DIMENSION_1|MEDSCAPE_POC|0|2|Y
US_304486|US_304486|Medium|PCP|VL|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|PCP|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|BOTH|VH|DPH|DIMENSION_1|MEDSCAPE_POC|0|6|Y
US_304486|US_304486|Medium|BOTH|H|DPH|DIMENSION_1|MEDSCAPE_POC|0|5|Y
US_304486|US_304486|Medium|BOTH|M|DPH|DIMENSION_1|MEDSCAPE_POC|0|4|Y
US_304486|US_304486|Medium|BOTH|L|DPH|DIMENSION_1|MEDSCAPE_POC|0|2|Y
US_304486|US_304486|Medium|BOTH|VL|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Medium|BOTH|NA|DPH|DIMENSION_1|MEDSCAPE_POC|0|1|Y
US_304486|US_304486|Low|SPEC|VH|DPH|DIMENSION_1|MEDSCAPE_POC|0|0|Y
US_304486|US_304486|Low|SPEC|H|DPH|DIMENSION_1|MEDSCAPE_POC|0|0|Y
US_304486|US_304486|Low|SPEC|M|DPH|DIMENSION_1|MEDSCAPE_POC|0|0|Y
US_304486|US_304486|Low|SPEC|L|DPH|DIMENSION_1|MEDSCAPE_POC|0|0|Y
