metric_sk,sugg_key,sugg_name,salesforce_id,suggestion_type,frequency,FRAGMENT_ID,FRAGMENT_ORDER,Insight_type,Cloud_Tag_1,Cloud_Tag_2,Cloud_Tag_3,Insight_Metric_1,Insight_Metric_2,Insight_Metric_3
1a494e00eec54606aa68ab0054b1b03d,ZEP_CWM_14 | B - Signal when Lilly product was newly prescribed,ZEP_CWM_14,CMH_TERR_2,Insight,Weekly,,,NA,,,,ZEP_INJAOM_MARKET_NTS_13_W,,
1a494e00eec54606aa68ab0054b1b03d,ZEP_CWM_14 | B - Signal when Lilly product was newly prescribed,ZEP_CWM_14,CMH_UNAD_TERR,Insight,Weekly,,,NA,,,,ZEP_INJAOM_MARKET_NTS_13_W,,
854871dfb0494c7f82d4edb5820fec42,ZEP_CWM_15 | Others - Not on Playbook,ZEP_CWM_15,CMH_TERR_1,Insight,Weekly,,,NA,,,,,,
854871dfb0494c7f82d4edb5820fec42,ZEP_CWM_15 | Others - Not on Playbook,ZEP_CWM_15,CMH_TERR_2,Insight,Weekly,,,NA,,,,,,
854871dfb0494c7f82d4edb5820fec42,ZEP_CWM_15 | Others - Not on Playbook,ZEP_CWM_15,CMH_UNAD_TERR,Insight,Weekly,,,NA,,,,,,
1887bfc924544277ac2d1e3865282d9c,Ebglyss_AD_12,Ebglyss_AD_12,Derm_1,Insight,NA,,,NA,,,,,,
1887bfc924544277ac2d1e3865282d9c,Ebglyss_AD_12,Ebglyss_AD_12,Derm_2,Insight,NA,,,NA,,,,,,
1887bfc924544277ac2d1e3865282d9c,Ebglyss_AD_12,Ebglyss_AD_12,DERM_RHEUM_HYB,Insight,NA,,,NA,,,,,,
a3bb471e5ae54173820607b4d46f58cd,Ebglyss_AD_14,Ebglyss_AD_14,Derm_1,Insight,NA,,,NA,,,,,,
a3bb471e5ae54173820607b4d46f58cd,Ebglyss_AD_14,Ebglyss_AD_14,Derm_2,Insight,NA,,,NA,,,,,,
a3bb471e5ae54173820607b4d46f58cd,Ebglyss_AD_14,Ebglyss_AD_14,DERM_RHEUM_HYB,Insight,NA,,,NA,,,,,,
