PARAMETER_TYPE|PARAMETER_VALUE|CONFIG_TYPE|CONFIG_VALUE|ATTRIBUTE_NAME1|ATTRIBUTE_VALUE1|ATTRIBUTE_NAME2|ATTRIBUTE_VALUE2|ATTRIBUTE_NAME3|ATTRIBUTE_VALUE3|ACTIVE|DESCRIPTION
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB1|PRODUCT|US_304528_DS150|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB1|PRODUCT|US_304528_DS152|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB1|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB2|PRODUCT|US_304528_DS150|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB2|PRODUCT|US_304528_DS152|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|BIAD_HYB2|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|DERM_1|PRODUCT|US_304528_DS150|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|DERM_1|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|DERM_2|PRODUCT|US_304528_DS150|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|DERM_2|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|RHEUM_1|PRODUCT|US_304528_DS152|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|RHEUM_1|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|RHEUM_2|PRODUCT|US_304528_DS152|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|RHEUM_2|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|UNAD_HYB|PRODUCT|US_304528_DS150|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|UNAD_HYB|PRODUCT|US_304528_DS152|0|90|Y|
SEGMENT_CONSTRAINTS|SEGMENT|SEGMENT|PROSPECTS|TEAM|UNAD_HYB|PRODUCT|US_304547_598010|0|90|Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|CRITICAL|WEIGHT|5|||||Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|HIGH|WEIGHT|4|||||Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|LOW|WEIGHT|2|||||Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|MEDIUM|WEIGHT|3|||||Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|NA|WEIGHT|0|||||Y|
SEGMENT_WEIGHT_MAPPING|SEGMENT|SEGMENT|PROSPECTS|WEIGHT|1|||||Y|
TEAM_SLEEVE_NAME|BIAD_HYB1|HYB|||||||||
TEAM_SLEEVE_NAME|BIAD_HYB2|HYB|||||||||
TEAM_SLEEVE_NAME|DERM_1|DERM|||||||||
TEAM_SLEEVE_NAME|DERM_2|DERM|||||||||
TEAM_SLEEVE_NAME|RHEUM_1|RHEUM|||||||||
TEAM_SLEEVE_NAME|RHEUM_2|RHEUM|||||||||
TEAM_SLEEVE_NAME|UNAD_HYB|HYB|||||||||
